time,station,rr,tl,p,so_h,ff,substation
2018-09-01T00:00+00:00,1,7.6,13.8,929.2,0.0,1.0,10200
2018-09-01T00:00+00:00,15,0.0,13.3,968.6,0.0,1.1,11104
2018-09-01T00:00+00:00,30,0.0,17.4,972.7,0.0,0.4,16412
2018-09-01T00:00+00:00,39,2.0,13.3,948.7,0.0,0.4,11803
2018-09-01T00:00+00:00,48,1.4,16.2,965.3,0.0,0.9,20212
2018-09-01T00:00+00:00,56,0.0,16.1,987.4,0.0,1.6,3202
2018-09-01T00:00+00:00,93,0.0,17.1,985.9,0.0,1.3,5609
2018-09-01T00:00+00:00,105,0.0,17.2,992.7,0.0,0.4,5904
2018-09-01T00:00+00:00,112,0.2,16.5,984.4,0.0,1.1,7604
2018-09-01T00:00+00:00,145,4.1,14.1,969.7,0.0,0.7,6305
2018-09-01T00:00+00:00,5925,0.0,19.7,996.3,0.0,0.5,
2018-09-01T00:00+00:00,12322,2.6,13.1,,0.0,1.3,
2018-09-01T01:00+00:00,1,7.2,13.7,929.5,0.0,0.6,10200
2018-09-01T01:00+00:00,15,1.2,13.2,968.6,0.0,0.9,11104
2018-09-01T01:00+00:00,30,0.0,17.5,973.0,0.0,2.4,16412
2018-09-01T01:00+00:00,39,6.8,13.3,948.7,0.0,0.8,11803
2018-09-01T01:00+00:00,48,3.6,16.1,964.6,0.0,0.8,20212
2018-09-01T01:00+00:00,56,0.9,14.4,987.4,0.0,1.6,3202
2018-09-01T01:00+00:00,93,0.0,16.7,986.2,0.0,0.4,5609
2018-09-01T01:00+00:00,105,0.0,17.2,992.6,0.0,1.6,5904
2018-09-01T01:00+00:00,112,0.6,16.5,984.4,0.0,0.6,7604
2018-09-01T01:00+00:00,145,1.6,13.9,969.5,0.0,0.6,6305
2018-09-01T01:00+00:00,5925,0.1,19.5,996.2,0.0,1.1,
2018-09-01T01:00+00:00,12322,0.2,12.8,,0.0,2.4,
2018-09-01T02:00+00:00,1,5.9,13.2,929.6,0.0,0.7,10200
2018-09-01T02:00+00:00,15,1.2,13.4,968.6,0.0,1.0,11104
2018-09-01T02:00+00:00,30,2.0,16.5,973.3,0.0,3.3,16412
2018-09-01T02:00+00:00,39,5.3,13.2,949.0,0.0,1.2,11803
2018-09-01T02:00+00:00,48,3.8,16.0,964.7,0.0,0.3,20212
2018-09-01T02:00+00:00,56,0.7,14.0,987.7,0.0,1.0,3202
2018-09-01T02:00+00:00,93,,15.7,986.9,0.0,2.9,5609
2018-09-01T02:00+00:00,105,2.1,16.5,993.4,0.0,1.5,5904
2018-09-01T02:00+00:00,112,0.0,16.1,984.6,0.0,0.8,7604
2018-09-01T02:00+00:00,145,0.2,13.4,969.5,0.0,1.8,6305
2018-09-01T02:00+00:00,5925,0.8,18.2,997.0,0.0,1.4,
2018-09-01T02:00+00:00,12322,1.1,12.6,,0.0,1.9,
2018-09-01T03:00+00:00,1,2.0,13.3,929.3,0.0,0.6,10200
2018-09-01T03:00+00:00,15,1.2,13.5,968.6,0.0,0.8,11104
2018-09-01T03:00+00:00,30,12.5,15.8,973.0,0.0,2.0,16412
2018-09-01T03:00+00:00,39,2.1,13.1,948.9,0.0,0.7,11803
2018-09-01T03:00+00:00,48,1.6,16.1,964.2,0.0,0.4,20212
2018-09-01T03:00+00:00,56,0.5,13.9,987.4,0.0,0.7,3202
2018-09-01T03:00+00:00,93,,14.6,986.9,0.0,2.0,5609
2018-09-01T03:00+00:00,105,0.1,16.2,993.5,0.0,1.6,5904
2018-09-01T03:00+00:00,112,1.7,15.8,984.7,0.0,2.8,7604
2018-09-01T03:00+00:00,145,0.0,13.1,969.7,0.0,1.1,6305
2018-09-01T03:00+00:00,5925,1.0,17.7,997.5,0.0,1.7,
2018-09-01T03:00+00:00,12322,0.2,12.6,,0.0,1.9,
2018-09-01T04:00+00:00,1,2.8,13.1,929.5,0.0,1.0,10200
2018-09-01T04:00+00:00,15,0.6,13.6,968.5,0.0,1.5,11104
