time,station,rr,tl,p,so_h,ff,substation
2020-03-01T00:00+00:00,1,0.0,-2.4,916.5,0.0,0.6,10200
2020-03-01T00:00+00:00,15,1.4,6.0,955.3,0.0,1.6,11104
2020-03-01T00:00+00:00,30,0.0,7.3,960.0,0.0,1.5,16412
2020-03-01T00:00+00:00,39,0.0,5.2,935.5,0.0,3.0,11803
2020-03-01T00:00+00:00,48,0.0,7.9,955.3,0.0,4.0,20212
2020-03-01T00:00+00:00,56,0.0,5.4,974.1,0.0,1.0,3202
2020-03-01T00:00+00:00,93,0.0,2.4,972.6,0.0,1.5,5609
2020-03-01T00:00+00:00,105,0.0,4.4,978.8,0.0,2.3,5904
2020-03-01T00:00+00:00,112,0.0,1.6,970.3,0.0,1.7,7604
2020-03-01T00:00+00:00,145,0.0,9.5,955.9,0.0,0.9,6305
2020-03-01T00:00+00:00,5925,0.0,6.5,982.7,0.0,1.9,
2020-03-01T00:00+00:00,12322,,,,,,
2020-03-01T01:00+00:00,1,0.0,-2.9,916.6,0.0,0.5,10200
2020-03-01T01:00+00:00,15,1.0,5.8,954.9,0.0,1.5,11104
2020-03-01T01:00+00:00,30,0.0,5.1,960.3,0.0,1.2,16412
2020-03-01T01:00+00:00,39,0.0,4.2,935.5,0.0,3.2,11803
2020-03-01T01:00+00:00,48,0.0,7.9,955.2,0.0,2.8,20212
2020-03-01T01:00+00:00,56,0.0,4.9,974.8,0.0,2.7,3202
2020-03-01T01:00+00:00,93,0.0,2.8,973.6,0.0,2.8,5609
2020-03-01T01:00+00:00,105,0.0,5.1,979.7,0.0,0.4,5904
2020-03-01T01:00+00:00,112,0.0,1.1,971.0,0.0,1.0,7604
2020-03-01T01:00+00:00,145,0.0,8.3,956.5,0.0,1.8,6305
2020-03-01T01:00+00:00,5925,0.0,6.6,983.5,0.0,1.3,
2020-03-01T01:00+00:00,12322,,,,,,
2020-03-01T02:00+00:00,1,0.0,-2.5,917.0,0.0,0.6,10200
2020-03-01T02:00+00:00,15,1.7,5.3,955.2,0.0,1.3,11104
2020-03-01T02:00+00:00,30,0.0,4.9,960.2,0.0,1.2,16412
2020-03-01T02:00+00:00,39,0.0,4.3,934.8,0.0,2.2,11803
2020-03-01T02:00+00:00,48,0.0,5.6,954.6,0.0,1.9,20212
2020-03-01T02:00+00:00,56,0.0,5.0,975.1,0.0,1.4,3202
2020-03-01T02:00+00:00,93,0.0,4.0,973.6,0.0,4.4,5609
2020-03-01T02:00+00:00,105,0.0,4.8,980.5,0.0,0.4,5904
2020-03-01T02:00+00:00,112,0.0,1.5,971.8,0.0,0.5,7604
2020-03-01T02:00+00:00,145,0.0,7.9,956.4,0.0,0.4,6305
2020-03-01T02:00+00:00,5925,0.0,7.1,984.1,0.0,0.8,
2020-03-01T02:00+00:00,12322,,,,,,
2020-03-01T03:00+00:00,1,0.0,-3.2,917.0,0.0,0.3,10200
2020-03-01T03:00+00:00,15,0.5,5.6,955.3,0.0,1.8,11104
2020-03-01T03:00+00:00,30,0.0,5.0,960.4,0.0,1.0,16412
2020-03-01T03:00+00:00,39,0.0,3.6,934.4,0.0,2.5,11803
2020-03-01T03:00+00:00,48,0.0,5.3,954.4,0.0,0.8,20212
2020-03-01T03:00+00:00,56,0.0,4.3,974.8,0.0,0.4,3202
2020-03-01T03:00+00:00,93,0.0,3.7,973.8,0.0,4.2,5609
2020-03-01T03:00+00:00,105,0.0,5.1,980.5,0.0,0.4,5904
2020-03-01T03:00+00:00,112,0.0,1.3,972.4,0.0,0.5,7604
2020-03-01T03:00+00:00,145,0.0,8.1,956.6,0.0,1.5,6305
2020-03-01T03:00+00:00,5925,0.0,7.7,984.2,0.0,1.9,
2020-03-01T03:00+00:00,12322,,,,,,
2020-03-01T04:00+00:00,1,0.0,-3.2,917.6,0.0,0.1,10200
2020-03-01T04:00+00:00,15,0.2,5.2,954.5,0.0,2.1,11104
2020-03-01T04:00+00:00,30,0.0,5.4,961.5,0.0,1.7,16412
2020-03-01T04:00+00:00,39,0.0,3.5,934.8,0.0,4.2,11803
2020-03-01T04:00+00:00,48,0.0,2.5,954.6,0.0,1.6,20212
2020-03-01T04:00+00:00,56,0.0,4.4,975.1,0.0,0.3,3202
2020-03-01T04:00+00:00,93,0.0,5.0,974.4,0.0,3.9,5609
2020-03-01T04:00+00:00,105,0.0,5.3,981.0,0.0,1.3,5904
2020-03-01T04:00+00:00,112,0.0,2.8,972.7,0.0,0.6,7604
2020-03-01T04:00+00:00,145,0.0,7.8,956.9,0.0,1.9,6305
2020-03-01T04:00+00:00,5925,0.0,6.8,984.7,0.0,0.8,
2020-03-01T04:00+00:00,12322,,,,,,
2020-03-01T05:00+00:00,1,0.0,-3.3,917.9,0.0,0.1,10200
2020-03-01T05:00+00:00,15,0.0,6.7,954.2,0.0,3.0,11104
2020-03-01T05:00+00:00,30,0.0,4.7,962.0,0.0,1.2,16412
2020-03-01T05:00+00:00,39,0.0,3.8,935.2,0.0,3.6,11803
2020-03-01T05:00+00:00,48,0.0,2.9,954.5,0.0,1.1,20212
2020-03-01T05:00+00:00,56,0.0,4.8,975.3,0.0,0.4,3202
2020-03-01T05:00+00:00,93,0.0,5.3,974.4,0.0,2.9,5609
2020-03-01T05:00+00:00,105,0.0,5.7,981.4,0.0,0.7,5904
2020-03-01T05:00+00:00,112,0.0,4.0,973.3,0.0,1.0,7604
2020-03-01T05:00+00:00,145,0.0,7.3,957.1,0.0,1.6,6305
2020-03-01T05:00+00:00,5925,0.0,7.2,985.4,0.0,0.9,
2020-03-01T05:00+00:00,12322,,,,,,
2020-03-01T06:00+00:00,1,0.0,-2.7,918.2,0.0,0.5,10200
2020-03-01T06:00+00:00,15,0.0,5.9,954.1,0.0,3.1,11104
2020-03-01T06:00+00:00,30,0.0,4.7,962.4,0.0,1.1,16412
2020-03-01T06:00+00:00,39,0.0,5.1,935.2,0.0,2.6,11803
2020-03-01T06:00+00:00,48,0.0,2.3,954.6,0.0,0.9,20212
2020-03-01T06:00+00:00,56,0.0,4.8,975.7,0.0,0.4,3202
2020-03-01T06:00+00:00,93,0.0,6.4,974.6,0.0,2.9,5609
2020-03-01T06:00+00:00,105,0.0,5.8,981.8,0.0,1.6,5904
2020-03-01T06:00+00:00,112,0.0,4.3,973.7,0.0,1.2,7604
2020-03-01T06:00+00:00,145,0.0,6.7,957.4,0.0,1.8,6305
2020-03-01T06:00+00:00,5925,0.0,6.2,985.7,0.0,2.1,
2020-03-01T06:00+00:00,12322,,,,,,
2020-03-01T07:00+00:00,1,0.0,-3.2,918.5,0.1,0.3,10200
2020-03-01T07:00+00:00,15,0.0,6.3,954.1,0.0,2.3,11104
2020-03-01T07:00+00:00,30,0.0,4.5,963.0,0.0,1.4,16412
2020-03-01T07:00+00:00,39,0.0,4.7,935.6,0.0,2.4,11803
2020-03-01T07:00+00:00,48,0.0,2.1,954.7,0.2,0.3,20212
2020-03-01T07:00+00:00,56,0.0,5.1,976.2,0.0,0.2,3202
2020-03-01T07:00+00:00,93,0.0,6.0,974.9,0.0,3.8,5609
2020-03-01T07:00+00:00,105,0.0,6.2,982.4,0.0,1.9,5904
2020-03-01T07:00+00:00,112,0.0,4.8,974.1,0.0,0.3,7604
2020-03-01T07:00+00:00,145,0.2,5.9,957.5,0.0,0.7,6305
2020-03-01T07:00+00:00,5925,0.0,6.6,986.0,0.0,2.1,
2020-03-01T07:00+00:00,12322,,,,,,
2020-03-01T08:00+00:00,1,0.0,-2.0,918.5,0.1,0.3,10200
2020-03-01T08:00+00:00,15,0.0,6.4,953.8,0.0,1.1,11104
2020-03-01T08:00+00:00,30,0.0,5.7,962.9,0.0,1.5,16412
2020-03-01T08:00+00:00,39,0.0,4.8,935.7,0.0,2.5,11803
2020-03-01T08:00+00:00,48,0.0,4.3,954.8,0.0,0.3,20212
2020-03-01T08:00+00:00,56,0.0,5.6,976.4,0.0,0.1,3202
2020-03-01T08:00+00:00,93,0.0,6.9,975.2,0.0,3.6,5609
2020-03-01T08:00+00:00,105,0.0,6.4,982.4,0.0,1.6,5904
2020-03-01T08:00+00:00,112,0.0,7.0,974.1,0.2,0.6,7604
2020-03-01T08:00+00:00,145,0.0,6.1,957.1,0.0,1.3,6305
2020-03-01T08:00+00:00,5925,0.0,7.3,986.2,0.0,1.3,
2020-03-01T08:00+00:00,12322,,,,,,
2020-03-01T09:00+00:00,1,0.0,-1.3,918.1,0.0,0.7,10200
2020-03-01T09:00+00:00,15,0.0,6.9,953.1,0.3,1.9,11104
2020-03-01T09:00+00:00,30,0.0,7.2,962.7,0.0,1.5,16412
2020-03-01T09:00+00:00,39,0.0,6.3,935.4,0.3,2.4,11803
2020-03-01T09:00+00:00,48,0.0,6.3,954.6,0.0,0.4,20212
2020-03-01T09:00+00:00,56,0.2,6.0,976.2,0.0,0.2,3202
2020-03-01T09:00+00:00,93,0.0,6.9,975.2,0.0,3.2,5609
2020-03-01T09:00+00:00,105,0.0,8.5,982.4,0.0,1.1,5904
2020-03-01T09:00+00:00,112,0.0,7.9,974.1,0.3,1.5,7604
2020-03-01T09:00+00:00,145,0.2,6.8,956.9,0.0,1.5,6305
2020-03-01T09:00+00:00,5925,0.0,8.7,986.2,0.0,2.0,
