time,station,rr,tl_mittel,bewm_mittel,so_h,vv_mittel,substation
2024-06-01T00:00+00:00,1,7.4,12.4,80,1.7,1.0,10200
2024-06-01T00:00+00:00,105,0.6,15.7,60,4.8,3.8,5904
2024-06-02T00:00+00:00,1,4.8,15.0,67,4.5,1.0,10200
2024-06-02T00:00+00:00,105,-1,18.5,80,8.4,5.9,5904
2024-06-03T00:00+00:00,1,29.8,13.8,100,1.9,1.5,10200
2024-06-03T00:00+00:00,105,42.8,19.3,77,4.6,2.1,5904
2024-06-04T00:00+00:00,1,0.0,15.7,73,4.3,1.5,10200
2024-06-04T00:00+00:00,105,-1,17.5,77,3.3,3.2,5904
2024-06-05T00:00+00:00,1,8.2,17.6,77,7.5,2.1,10200
2024-06-05T00:00+00:00,105,0.3,19.2,13,13.1,2.1,5904
2024-06-06T00:00+00:00,1,7.3,18.7,80,3.3,1.0,10200
2024-06-06T00:00+00:00,105,11.4,22.3,80,7.8,2.1,5904
2024-06-07T00:00+00:00,1,12.6,18.1,77,4.5,1.0,10200
2024-06-07T00:00+00:00,105,-1,22.0,70,11.4,2.6,5904
2024-06-08T00:00+00:00,1,14.1,19.0,90,4.3,1.0,10200
2024-06-08T00:00+00:00,105,0.0,22.2,57,11.5,3.2,5904
2024-06-09T00:00+00:00,1,4.2,17.9,97,2.9,1.0,10200
2024-06-09T00:00+00:00,105,3.7,22.1,87,3.9,2.6,5904
2024-06-10T00:00+00:00,1,24.0,15.8,83,0.0,1.0,10200
2024-06-10T00:00+00:00,105,3.7,19.2,93,0.6,3.2,5904
2024-06-11T00:00+00:00,1,9.8,13.3,90,0.1,1.0,10200
2024-06-11T00:00+00:00,105,1.0,18.9,90,4.5,5.9,5904
2024-06-12T00:00+00:00,1,1.6,9.8,100,0.0,1.0,10200
2024-06-12T00:00+00:00,105,0.0,14.5,93,0.3,3.2,5904
2024-06-13T00:00+00:00,1,1.8,11.4,67,2.0,0.6,10200
2024-06-13T00:00+00:00,105,0.0,16.4,93,4.4,2.6,5904
2024-06-14T00:00+00:00,1,-1.0,12.1,63,3.8,1.5,10200
2024-06-14T00:00+00:00,105,-1,16.3,83,9.7,2.1,5904
2024-06-15T00:00+00:00,1,8.6,15.6,90,4.3,1.0,10200
2024-06-15T00:00+00:00,105,6.1,19.8,53,10.8,3.2,5904
2024-06-16T00:00+00:00,1,0.0,15.2,80,2.2,1.5,10200
2024-06-16T00:00+00:00,105,-1,19.5,63,6.0,2.6,5904
2024-06-17T00:00+00:00,1,-1.0,17.9,57,8.4,2.1,10200
2024-06-17T00:00+00:00,105,-1,21.4,60,13.3,2.6,5904
2024-06-18T00:00+00:00,1,-1.0,20.7,17,11.9,2.1,10200
2024-06-18T00:00+00:00,105,-1,25.0,67,12.9,3.2,5904
2024-06-19T00:00+00:00,1,-1.0,22.1,43,11.3,1.5,10200
2024-06-19T00:00+00:00,105,-1,25.8,60,13.2,2.6,5904
2024-06-20T00:00+00:00,1,2.2,20.8,53,6.4,2.1,10200
2024-06-20T00:00+00:00,105,0.0,24.1,97,6.5,2.1,5904
2024-06-21T00:00+00:00,1,7.4,22.7,57,3.1,2.1,10200
2024-06-21T00:00+00:00,105,2.0,24.6,63,10.5,2.1,5904
2024-06-22T00:00+00:00,1,-1.0,19.2,57,2.6,1.0,10200
2024-06-22T00:00+00:00,105,8.1,22.2,70,6.0,3.8,5904
2024-06-23T00:00+00:00,1,-1.0,18.0,53,7.1,1.5,10200
2024-06-23T00:00+00:00,105,-1,22.1,40,12.5,3.8,5904
2024-06-24T00:00+00:00,1,-1.0,18.2,30,10.1,2.1,10200
2024-06-24T00:00+00:00,105,-1,21.9,17,13.7,3.8,5904
2024-06-25T00:00+00:00,1,0.9,18.0,43,6.6,1.0,10200
2024-06-25T00:00+00:00,105,0.0,21.4,23,14.2,3.8,5904
2024-06-26T00:00+00:00,1,0.3,19.1,40,3.5,0.6,10200
2024-06-26T00:00+00:00,105,-1,24.1,63,6.4,3.8,5904
2024-06-27T00:00+00:00,1,1.7,19.5,37,2.1,1.0,10200
2024-06-27T00:00+00:00,105,0.0,23.9,87,6.8,1.0,5904
2024-06-28T00:00+00:00,1,0.0,20.9,23,6.0,1.0,10200
2024-06-28T00:00+00:00,105,0.0,24.8,57,9.6,2.6,5904
2024-06-29T00:00+00:00,1,-1.0,21.8,27,12.1,1.5,10200
2024-06-29T00:00+00:00,105,-1,26.2,40,13.2,3.2,5904
2024-06-30T00:00+00:00,1,1.5,23.7,47,10.5,1.5,10200
2024-06-30T00:00+00:00,105,0.6,29.3,83,6.2,3.8,5904
2024-07-01T00:00+00:00,1,3.2,20.0,83,0.6,1.0,10200
2024-07-01T00:00+00:00,105,1.8,21.9,93,2.2,4.5,5904
