time,station,rr,tl,p,so_h,ff,substation
2024-01-01T00:00+00:00,1,3.4,0.0,920.0,0.0,0.4,10200
2024-01-01T00:00+00:00,15,0.0,4.8,960.7,0.0,3.2,11104
2024-01-01T00:00+00:00,30,0.0,4.7,964.2,,,16414
2024-01-01T00:00+00:00,39,0.2,2.9,940.5,0.0,2.6,11803
2024-01-01T00:00+00:00,48,2.1,1.2,956.4,0.0,1.6,20212
2024-01-01T00:00+00:00,56,0.6,3.7,980.9,0.0,0.6,3202
2024-01-01T00:00+00:00,93,0.8,3.3,979.1,0.0,7.7,5609
2024-01-01T00:00+00:00,105,0.0,5.4,984.4,0.0,4.2,5904
2024-01-01T00:00+00:00,112,0.0,1.8,976.6,0.0,0.7,7604
2024-01-01T00:00+00:00,145,0.5,3.1,962.6,0.0,2.2,6305
2024-01-01T00:00+00:00,5925,0.0,6.4,988.4,0.0,4.0,
2024-01-01T00:00+00:00,12322,,,,,,
2024-01-01T01:00+00:00,1,2.4,0.4,920.1,0.0,0.7,10200
2024-01-01T01:00+00:00,15,0.0,4.8,960.9,0.0,2.9,11104
2024-01-01T01:00+00:00,30,1.9,5.2,965.4,,,16414
2024-01-01T01:00+00:00,39,0.8,2.8,940.8,0.0,1.0,11803
2024-01-01T01:00+00:00,48,5.3,1.8,957.0,0.0,0.6,20212
2024-01-01T01:00+00:00,56,0.2,3.9,980.8,0.0,0.6,3202
2024-01-01T01:00+00:00,93,2.8,2.6,979.2,0.0,6.8,5609
2024-01-01T01:00+00:00,105,0.0,5.2,984.6,0.0,5.3,5904
2024-01-01T01:00+00:00,112,0.8,1.9,976.8,0.0,2.1,7604
2024-01-01T01:00+00:00,145,0.0,2.9,962.6,0.0,1.7,6305
2024-01-01T01:00+00:00,5925,0.0,6.1,988.7,0.0,4.6,
2024-01-01T01:00+00:00,12322,,,,,,
2024-01-01T02:00+00:00,1,0.7,0.3,920.1,0.0,0.5,10200
2024-01-01T02:00+00:00,15,0.0,4.8,961.0,0.0,2.3,11104
2024-01-01T02:00+00:00,30,2.2,5.0,965.7,,,16414
2024-01-01T02:00+00:00,39,0.0,2.6,941.0,0.0,0.9,11803
2024-01-01T02:00+00:00,48,1.8,2.4,957.0,0.0,1.1,20212
2024-01-01T02:00+00:00,56,0.0,3.7,980.8,0.0,0.8,3202
2024-01-01T02:00+00:00,93,1.4,2.7,979.3,0.0,5.4,5609
2024-01-01T02:00+00:00,105,1.0,3.8,985.0,0.0,6.6,5904
2024-01-01T02:00+00:00,112,1.5,4.4,977.1,0.0,2.8,7604
2024-01-01T02:00+00:00,145,0.0,2.7,962.6,0.0,1.0,6305
2024-01-01T02:00+00:00,5925,0.4,4.7,989.2,0.0,5.0,
2024-01-01T02:00+00:00,12322,,,,,,
2024-01-01T03:00+00:00,1,0.2,0.1,919.3,0.0,0.3,10200
2024-01-01T03:00+00:00,15,0.0,4.6,960.9,0.0,2.5,11104
2024-01-01T03:00+00:00,30,1.2,4.6,965.7,,,16414
2024-01-01T03:00+00:00,39,0.0,2.6,940.8,0.0,0.4,11803
2024-01-01T03:00+00:00,48,1.3,2.3,957.6,0.0,0.6,20212
