time,station,rr,tl,p,so_h,ff,substation
2022-06-01T00:00+00:00,1,0.3,12.6,927.0,0.0,1.0,10200
2022-06-01T00:00+00:00,15,0.0,13.0,965.4,0.0,2.5,11104
2022-06-01T00:00+00:00,30,0.0,16.1,969.8,0.0,1.1,16412
2022-06-01T00:00+00:00,39,0.0,12.0,946.9,0.0,1.5,11803
2022-06-01T00:00+00:00,48,0.0,13.5,961.8,0.0,0.7,20212
2022-06-01T00:00+00:00,56,0.0,14.0,985.2,0.0,0.3,3202
2022-06-01T00:00+00:00,93,0.7,14.2,983.8,0.0,4.7,5609
2022-06-01T00:00+00:00,105,3.6,14.3,990.1,0.0,4.6,5904
2022-06-01T00:00+00:00,112,1.3,14.5,982.0,0.0,2.8,7604
2022-06-01T00:00+00:00,145,0.0,12.9,967.3,0.0,1.9,6305
2022-06-01T00:00+00:00,5925,4.3,15.4,994.0,0.0,4.4,
2022-06-01T00:00+00:00,12322,,,,,,
2022-06-01T01:00+00:00,1,0.3,11.7,927.0,0.0,1.3,10200
2022-06-01T01:00+00:00,15,0.0,13.8,965.2,0.0,4.2,11104
2022-06-01T01:00+00:00,30,0.0,16.4,970.0,0.0,1.6,16412
2022-06-01T01:00+00:00,39,0.0,12.1,946.9,0.0,0.9,11803
2022-06-01T01:00+00:00,48,0.0,14.2,962.2,0.0,0.5,20212
2022-06-01T01:00+00:00,56,0.0,13.7,984.8,0.0,0.3,3202
2022-06-01T01:00+00:00,93,0.2,13.9,983.5,0.0,4.9,5609
2022-06-01T01:00+00:00,105,0.6,14.2,990.2,0.0,4.1,5904
2022-06-01T01:00+00:00,112,0.9,14.7,982.0,0.0,0.9,7604
2022-06-01T01:00+00:00,145,0.0,12.9,967.3,0.0,1.8,6305
2022-06-01T01:00+00:00,5925,1.0,15.4,994.1,0.0,4.1,
2022-06-01T01:00+00:00,12322,,,,,,
2022-06-01T02:00+00:00,1,0.0,10.3,927.1,0.0,1.7,10200
2022-06-01T02:00+00:00,15,0.0,12.7,964.8,0.0,3.6,11104
2022-06-01T02:00+00:00,30,0.0,16.0,970.3,0.0,0.2,16412
2022-06-01T02:00+00:00,39,0.0,12.1,947.0,0.0,0.8,11803
2022-06-01T02:00+00:00,48,0.0,14.6,962.5,0.0,0.1,20212
2022-06-01T02:00+00:00,56,0.0,13.1,984.8,0.0,0.4,3202
2022-06-01T02:00+00:00,93,0.1,13.3,983.4,0.0,3.6,5609
2022-06-01T02:00+00:00,105,0.2,14.0,990.2,0.0,3.5,5904
2022-06-01T02:00+00:00,112,0.1,14.4,981.8,0.0,3.8,7604
2022-06-01T02:00+00:00,145,0.0,11.6,967.0,0.0,1.0,6305
2022-06-01T02:00+00:00,5925,0.2,15.4,994.0,0.0,3.7,
2022-06-01T02:00+00:00,12322,,,,,,
2022-06-01T03:00+00:00,1,0.0,9.4,927.6,0.0,1.5,10200
2022-06-01T03:00+00:00,15,0.0,13.3,964.8,0.0,4.2,11104
2022-06-01T03:00+00:00,30,0.0,15.4,970.7,0.0,1.3,16412
2022-06-01T03:00+00:00,39,0.0,12.1,947.0,0.0,1.1,11803
2022-06-01T03:00+00:00,48,0.0,14.7,962.7,0.0,0.8,20212
2022-06-01T03:00+00:00,56,0.0,12.4,984.8,0.0,0.4,3202
2022-06-01T03:00+00:00,93,0.0,12.9,983.6,0.0,2.5,5609
2022-06-01T03:00+00:00,105,0.0,13.9,990.2,0.0,5.2,5904
2022-06-01T03:00+00:00,112,0.0,14.2,982.2,0.0,2.0,7604
2022-06-01T03:00+00:00,145,0.0,11.4,967.1,0.0,0.1,6305
2022-06-01T03:00+00:00,5925,0.0,15.2,994.1,0.0,4.0,
2022-06-01T03:00+00:00,12322,,,,,,
2022-06-01T04:00+00:00,1,0.0,9.3,928.0,0.1,0.7,10200
2022-06-01T04:00+00:00,15,0.0,12.5,965.1,0.0,3.9,11104
2022-06-01T04:00+00:00,30,0.0,14.4,971.4,0.0,1.1,16412
2022-06-01T04:00+00:00,39,0.0,12.1,947.1,0.0,1.0,11803
2022-06-01T04:00+00:00,48,0.0,15.5,963.3,0.2,0.8,20212
2022-06-01T04:00+00:00,56,0.0,12.6,985.2,0.4,0.3,3202
2022-06-01T04:00+00:00,93,0.0,13.0,983.8,0.4,2.8,5609
2022-06-01T04:00+00:00,105,0.0,13.2,990.5,0.5,3.0,5904
2022-06-01T04:00+00:00,112,0.0,14.8,982.3,0.0,1.1,7604
2022-06-01T04:00+00:00,145,0.0,11.2,967.5,0.0,0.4,6305
2022-06-01T04:00+00:00,5925,0.0,15.1,994.2,0.5,3.2,
2022-06-01T04:00+00:00,12322,,,,,,
2022-06-01T05:00+00:00,1,0.0,11.0,928.5,1.0,0.4,10200
2022-06-01T05:00+00:00,15,0.0,14.6,965.1,0.0,3.2,11104
2022-06-01T05:00+00:00,30,0.0,15.4,972.0,0.9,1.1,16412
2022-06-01T05:00+00:00,39,0.0,12.5,947.5,0.0,1.5,11803
2022-06-01T05:00+00:00,48,0.0,16.4,963.7,1.0,0.3,20212
2022-06-01T05:00+00:00,56,0.0,13.9,985.6,0.4,0.2,3202
2022-06-01T05:00+00:00,93,0.0,14.1,984.1,1.0,4.9,5609
2022-06-01T05:00+00:00,105,0.0,16.2,990.6,1.0,2.7,5904
2022-06-01T05:00+00:00,112,0.0,16.7,982.5,0.9,,7604
2022-06-01T05:00+00:00,145,0.0,12.1,967.8,0.0,0.2,6305
2022-06-01T05:00+00:00,5925,0.0,15.6,994.4,1.0,1.0,
2022-06-01T05:00+00:00,12322,,,,,,
2022-06-01T06:00+00:00,1,0.0,13.2,928.5,1.0,0.6,10200
2022-06-01T06:00+00:00,15,0.0,15.1,965.1,0.5,3.9,11104
2022-06-01T06:00+00:00,30,0.0,16.8,972.4,1.0,1.1,16412
2022-06-01T06:00+00:00,39,0.0,13.0,947.7,0.0,1.6,11803
2022-06-01T06:00+00:00,48,0.0,17.6,964.2,1.0,0.9,20212
2022-06-01T06:00+00:00,56,0.0,14.8,985.9,0.2,0.2,3202
2022-06-01T06:00+00:00,93,0.0,15.7,984.6,1.0,5.1,5609
2022-06-01T06:00+00:00,105,0.0,17.6,991.1,1.0,6.4,5904
2022-06-01T06:00+00:00,112,0.0,18.0,983.0,1.0,,7604
2022-06-01T06:00+00:00,145,0.0,14.8,968.0,0.7,2.0,6305
2022-06-01T06:00+00:00,5925,0.0,18.2,994.9,1.0,3.3,
2022-06-01T06:00+00:00,12322,,,,,,
2022-06-01T07:00+00:00,1,0.0,15.2,928.5,1.0,0.8,10200
2022-06-01T07:00+00:00,15,0.0,16.6,965.2,0.5,3.5,11104
2022-06-01T07:00+00:00,30,0.0,18.7,972.5,1.0,1.2,16412
2022-06-01T07:00+00:00,39,0.0,14.1,947.6,0.0,1.4,11803
2022-06-01T07:00+00:00,48,0.0,19.5,964.4,1.0,0.8,20212
2022-06-01T07:00+00:00,56,0.0,17.8,985.9,1.0,0.7,3202
2022-06-01T07:00+00:00,93,0.0,17.6,984.8,1.0,4.8,5609
2022-06-01T07:00+00:00,105,0.0,19.5,991.5,1.0,6.7,5904
2022-06-01T07:00+00:00,112,0.0,19.9,983.2,1.0,1.4,7604
2022-06-01T07:00+00:00,145,0.0,16.6,967.9,1.0,3.2,6305
2022-06-01T07:00+00:00,5925,0.0,19.3,995.2,1.0,6.4,
2022-06-01T07:00+00:00,12322,,,,,,
2022-06-01T08:00+00:00,1,0.0,17.9,928.4,1.0,1.0,10200
2022-06-01T08:00+00:00,15,0.0,17.8,965.1,1.0,3.5,11104
2022-06-01T08:00+00:00,30,0.0,20.6,972.5,1.0,1.6,16412
2022-06-01T08:00+00:00,39,0.0,16.4,947.1,0.4,0.6,11803
2022-06-01T08:00+00:00,48,0.0,20.7,964.3,1.0,1.0,20212
2022-06-01T08:00+00:00,56,0.0,18.4,986.2,0.8,1.2,3202
2022-06-01T08:00+00:00,93,0.0,19.2,985.1,1.0,5.6,5609
2022-06-01T08:00+00:00,105,0.0,20.8,991.7,1.0,5.8,5904
2022-06-01T08:00+00:00,112,0.0,21.1,983.5,1.0,3.0,7604
2022-06-01T08:00+00:00,145,0.0,18.7,967.6,1.0,2.7,6305
2022-06-01T08:00+00:00,5925,0.0,20.6,995.4,1.0,6.2,
2022-06-01T08:00+00:00,12322,,,,,,
2022-06-01T09:00+00:00,1,0.0,19.1,928.4,0.9,1.4,10200
2022-06-01T09:00+00:00,15,0.0,19.8,964.8,1.0,0.9,11104
2022-06-01T09:00+00:00,30,0.0,21.7,972.6,1.0,1.8,16412
2022-06-01T09:00+00:00,39,0.0,17.3,946.5,1.0,1.0,11803
2022-06-01T09:00+00:00,48,0.0,22.1,964.1,1.0,2.1,20212
2022-06-01T09:00+00:00,56,0.0,19.3,986.2,0.9,1.0,3202
2022-06-01T09:00+00:00,93,0.0,20.5,985.2,1.0,6.2,5609
2022-06-01T09:00+00:00,105,0.0,22.0,991.9,1.0,5.4,5904
2022-06-01T09:00+00:00,112,0.0,22.7,983.4,1.0,4.0,7604
2022-06-01T09:00+00:00,145,0.0,20.5,967.5,1.0,1.2,6305
2022-06-01T09:00+00:00,5925,0.0,21.9,995.6,1.0,4.3,
2022-06-01T09:00+00:00,12322,,,,,,
2022-06-01T10:00+00:00,1,0.0,21.0,927.9,1.0,0.6,10200
2022-06-01T10:00+00:00,15,0.0,20.3,965.1,1.0,2.3,11104
2022-06-01T10:00+00:00,30,0.0,22.2,972.7,1.0,1.8,16412
2022-06-01T10:00+00:00,39,0.0,19.2,945.7,1.0,0.2,11803
2022-06-01T10:00+00:00,48,0.0,23.1,963.8,1.0,2.2,20212
2022-06-01T10:00+00:00,56,0.0,21.3,985.9,1.0,0.9,3202
2022-06-01T10:00+00:00,93,0.0,21.3,985.2,1.0,6.2,5609
2022-06-01T10:00+00:00,105,0.0,23.1,992.1,1.0,5.0,5904
2022-06-01T10:00+00:00,112,0.0,23.4,983.5,0.9,1.9,7604
2022-06-01T10:00+00:00,145,0.0,21.5,967.3,1.0,0.9,6305
2022-06-01T10:00+00:00,5925,0.0,22.7,995.7,1.0,4.5,
2022-06-01T10:00+00:00,12322,,,,,,
2022-06-01T11:00+00:00,1,0.0,20.9,928.0,0.7,1.2,10200
2022-06-01T11:00+00:00,15,0.0,21.1,964.9,0.6,1.7,11104
2022-06-01T11:00+00:00,30,0.0,23.5,972.3,0.9,1.6,16412
2022-06-01T11:00+00:00,39,0.0,21.9,945.1,1.0,1.5,11803
2022-06-01T11:00+00:00,48,0.0,23.7,963.4,1.0,1.9,20212
2022-06-01T11:00+00:00,56,0.0,22.0,985.6,0.8,1.0,3202
2022-06-01T11:00+00:00,93,0.0,22.5,985.1,1.0,4.7,5609
2022-06-01T11:00+00:00,105,0.0,23.8,991.9,0.9,4.4,5904
2022-06-01T11:00+00:00,112,0.0,24.5,983.1,0.9,3.1,7604
2022-06-01T11:00+00:00,145,0.0,21.9,966.7,0.8,0.1,6305
2022-06-01T11:00+00:00,5925,0.0,23.1,995.5,1.0,4.9,
2022-06-01T11:00+00:00,12322,,,,,,
