time,station,rr,tl,p,so_h,ff,substation
2022-07-01T00:00+00:00,1,0.0,17.7,926.4,0.0,0.6,10200
2022-07-01T00:00+00:00,105,0.0,23.0,986.6,0.0,1.9,5904
2022-07-01T01:00+00:00,1,0.0,17.3,925.9,0.0,0.6,10200
2022-07-01T01:00+00:00,105,0.0,24.4,986.3,0.0,1.8,5904
2022-07-01T02:00+00:00,1,0.0,16.9,926.4,0.0,0.2,10200
2022-07-01T02:00+00:00,105,0.0,23.7,985.9,0.0,1.1,5904
2022-07-01T03:00+00:00,1,0.0,16.3,926.3,0.0,0.7,10200
2022-07-01T03:00+00:00,105,0.0,22.9,987.3,0.0,1.3,5904
2022-07-01T04:00+00:00,1,0.0,16.4,926.5,0.0,0.6,10200
2022-07-01T04:00+00:00,105,0.0,22.8,987.7,0.1,0.8,5904
2022-07-01T05:00+00:00,1,0.0,17.2,926.8,0.3,0.2,10200
2022-07-01T05:00+00:00,105,0.0,25.4,988.0,0.9,1.2,5904
2022-07-01T06:00+00:00,1,0.0,18.8,927.1,0.7,0.4,10200
2022-07-01T06:00+00:00,105,0.0,24.8,988.2,1.0,7.3,5904
2022-07-01T07:00+00:00,1,0.0,21.7,927.4,1.0,0.2,10200
2022-07-01T07:00+00:00,105,0.0,24.9,988.9,1.0,9.9,5904
2022-07-01T08:00+00:00,1,0.0,24.0,927.3,1.0,0.6,10200
2022-07-01T08:00+00:00,105,0.0,26.1,989.1,1.0,8.8,5904
2022-07-01T09:00+00:00,1,0.0,25.2,927.0,1.0,1.1,10200
2022-07-01T09:00+00:00,105,0.0,27.6,989.1,1.0,7.7,5904
2022-07-01T10:00+00:00,1,0.0,26.1,926.7,1.0,0.6,10200
2022-07-01T10:00+00:00,105,0.0,28.2,989.2,1.0,7.0,5904
2022-07-01T11:00+00:00,1,0.0,27.6,926.6,1.0,0.4,10200
2022-07-01T11:00+00:00,105,0.0,28.8,989.1,1.0,6.2,5904
2022-07-01T12:00+00:00,1,0.0,28.6,926.0,1.0,2.3,10200
2022-07-01T12:00+00:00,105,0.0,30.1,988.5,1.0,5.1,5904
2022-07-01T13:00+00:00,1,0.0,29.0,925.7,1.0,1.9,10200
2022-07-01T13:00+00:00,105,0.0,29.3,988.5,0.8,4.0,5904
2022-07-01T14:00+00:00,1,0.0,28.9,925.5,0.9,1.7,10200
2022-07-01T14:00+00:00,105,0.0,29.4,988.4,0.3,4.2,5904
2022-07-01T15:00+00:00,1,0.0,27.8,925.2,0.6,2.0,10200
2022-07-01T15:00+00:00,105,0.0,31.3,988.0,0.8,3.4,5904
2022-07-01T16:00+00:00,1,0.0,26.2,925.5,0.1,0.9,10200
2022-07-01T16:00+00:00,105,0.0,29.4,988.5,1.0,5.1,5904
2022-07-01T17:00+00:00,1,0.2,19.3,928.6,0.0,1.3,10200
2022-07-01T17:00+00:00,105,0.0,20.8,990.8,0.0,10.9,5904
2022-07-01T18:00+00:00,1,9.3,15.2,931.3,0.0,0.5,10200
2022-07-01T18:00+00:00,105,0.0,18.5,992.5,0.0,12.1,5904
2022-07-01T19:00+00:00,1,11.4,13.7,932.6,0.0,1.2,10200
2022-07-01T19:00+00:00,105,0.0,17.2,994.0,0.0,8.8,5904
2022-07-01T20:00+00:00,1,0.2,13.2,932.3,0.0,1.4,10200
2022-07-01T20:00+00:00,105,0.0,16.9,996.5,0.0,6.2,5904
2022-07-01T21:00+00:00,1,0.0,12.6,932.5,0.0,0.9,10200
2022-07-01T21:00+00:00,105,0.0,16.7,996.1,0.0,4.4,5904
2022-07-01T22:00+00:00,1,0.0,12.5,933.4,0.0,0.9,10200
2022-07-01T22:00+00:00,105,2.3,15.3,997.4,0.0,3.2,5904
2022-07-01T23:00+00:00,1,0.0,12.2,934.1,0.0,0.7,10200
2022-07-01T23:00+00:00,105,0.2,15.2,998.0,0.0,2.8,5904
2022-07-02T00:00+00:00,1,0.0,12.1,934.5,0.0,0.9,10200
2022-07-02T00:00+00:00,105,0.0,14.8,998.2,0.0,2.8,5904
2022-07-02T01:00+00:00,1,0.0,11.4,934.2,0.0,1.0,10200
2022-07-02T01:00+00:00,105,0.0,15.0,998.8,0.0,3.9,5904
