time,station,rr,tl,p,so_h,ff,substation
2015-06-01T00:00+00:00,1,0.0,10.4,929.3,0.0,0.3,10200
2015-06-01T00:00+00:00,15,0.0,15.5,966.2,0.0,1.4,11104
2015-06-01T00:00+00:00,30,0.0,13.0,973.3,0.0,1.4,16412
2015-06-01T00:00+00:00,39,0.0,13.4,947.4,0.0,1.1,11803
2015-06-01T00:00+00:00,48,0.0,12.5,966.0,0.0,0.5,20212
2015-06-01T00:00+00:00,56,0.0,15.3,985.9,0.0,0.8,3202
2015-06-01T00:00+00:00,93,0.0,16.1,984.9,0.0,0.6,5609
2015-06-01T00:00+00:00,105,0.0,16.2,991.8,0.0,0.9,5904
2015-06-01T00:00+00:00,112,0.0,13.4,983.5,0.0,2.5,7604
2015-06-01T00:00+00:00,145,0.0,13.4,967.7,0.0,0.0,6305
2015-06-01T00:00+00:00,5925,0.0,17.7,995.5,0.0,0.7,
2015-06-01T00:00+00:00,12322,0.0,11.5,,0.0,0.5,
2015-06-01T01:00+00:00,1,0.0,9.7,929.2,0.0,0.0,10200
2015-06-01T01:00+00:00,15,0.0,15.7,966.0,0.0,1.5,11104
2015-06-01T01:00+00:00,30,0.0,12.5,973.2,0.0,1.3,16412
2015-06-01T01:00+00:00,39,0.0,12.6,947.5,0.0,0.7,11803
2015-06-01T01:00+00:00,48,0.0,12.1,965.9,0.0,0.6,20212
2015-06-01T01:00+00:00,56,0.0,14.7,985.8,0.0,0.5,3202
2015-06-01T01:00+00:00,93,0.0,15.3,984.8,0.0,0.9,5609
2015-06-01T01:00+00:00,105,0.0,15.3,991.8,0.0,0.3,5904
2015-06-01T01:00+00:00,112,0.0,12.7,983.7,0.0,1.6,7604
2015-06-01T01:00+00:00,145,0.0,12.8,967.8,0.0,0.3,6305
2015-06-01T01:00+00:00,5925,0.0,16.8,995.6,0.0,1.1,
2015-06-01T01:00+00:00,12322,0.0,10.8,,0.0,0.4,
2015-06-01T02:00+00:00,1,0.0,9.9,929.1,0.0,0.2,10200
2015-06-01T02:00+00:00,15,0.0,15.0,965.8,0.0,1.8,11104
2015-06-01T02:00+00:00,30,0.0,12.2,973.1,0.0,1.3,16412
2015-06-01T02:00+00:00,39,0.0,11.9,947.7,0.0,0.5,11803
2015-06-01T02:00+00:00,48,0.0,11.5,965.9,0.0,0.7,20212
2015-06-01T02:00+00:00,56,0.0,14.2,985.8,0.0,0.5,3202
2015-06-01T02:00+00:00,93,0.0,15.3,984.9,0.0,0.4,5609
2015-06-01T02:00+00:00,105,0.0,15.1,991.5,0.0,0.7,5904
2015-06-01T02:00+00:00,112,0.0,11.1,983.7,0.0,0.5,7604
2015-06-01T02:00+00:00,145,0.0,12.9,967.9,0.0,0.2,6305
2015-06-01T02:00+00:00,5925,0.0,16.3,995.1,0.0,1.0,
2015-06-01T02:00+00:00,12322,0.0,10.4,,0.0,0.1,
2015-06-01T03:00+00:00,1,0.0,9.8,929.3,0.0,0.3,10200
2015-06-01T03:00+00:00,15,0.0,17.1,965.8,0.0,4.8,11104
2015-06-01T03:00+00:00,30,0.0,12.3,973.3,0.0,0.9,16412
2015-06-01T03:00+00:00,39,0.0,11.4,948.0,0.0,0.1,11803
2015-06-01T03:00+00:00,48,0.0,11.0,966.0,0.0,1.0,20212
2015-06-01T03:00+00:00,56,0.0,13.5,985.9,0.0,0.1,3202
2015-06-01T03:00+00:00,93,0.0,14.7,985.1,0.0,1.3,5609
2015-06-01T03:00+00:00,105,0.0,15.1,991.9,0.0,2.5,5904
2015-06-01T03:00+00:00,112,0.0,11.8,983.7,0.0,2.0,7604
2015-06-01T03:00+00:00,145,0.0,12.7,968.1,0.0,0.8,6305
2015-06-01T03:00+00:00,5925,0.0,16.1,995.6,0.0,1.6,
2015-06-01T03:00+00:00,12322,0.0,10.0,,0.0,0.6,
2015-06-01T04:00+00:00,1,0.0,9.5,929.9,0.0,0.1,10200
2015-06-01T04:00+00:00,15,0.0,17.1,966.0,0.0,5.0,11104
2015-06-01T04:00+00:00,30,0.0,12.4,973.5,0.1,1.1,16412
2015-06-01T04:00+00:00,39,0.0,11.1,948.2,0.1,0.3,11803
2015-06-01T04:00+00:00,48,0.0,11.3,966.3,0.0,1.0,20212
2015-06-01T04:00+00:00,56,0.0,13.6,986.3,0.0,0.2,3202
2015-06-01T04:00+00:00,93,0.0,14.8,985.4,0.0,2.0,5609
2015-06-01T04:00+00:00,105,0.0,15.2,992.1,0.0,0.3,5904
2015-06-01T04:00+00:00,112,0.0,12.6,984.0,0.0,1.6,7604
2015-06-01T04:00+00:00,145,0.0,12.9,968.2,0.0,0.7,6305
2015-06-01T04:00+00:00,5925,0.0,16.5,995.8,0.0,1.1,
2015-06-01T04:00+00:00,12322,0.0,9.9,,0.0,0.4,
2015-06-01T05:00+00:00,1,0.0,10.6,930.1,0.0,0.1,10200
2015-06-01T05:00+00:00,15,0.0,15.1,966.2,0.0,4.8,11104
2015-06-01T05:00+00:00,30,0.0,14.0,973.7,0.2,1.2,16412
2015-06-01T05:00+00:00,39,0.0,12.7,948.6,1.0,0.2,11803
2015-06-01T05:00+00:00,48,0.0,11.6,966.6,0.1,1.3,20212
2015-06-01T05:00+00:00,56,0.0,14.2,986.6,0.4,0.2,3202
2015-06-01T05:00+00:00,93,0.0,16.6,985.9,0.5,0.6,5609
2015-06-01T05:00+00:00,105,0.0,15.8,992.6,0.4,0.8,5904
2015-06-01T05:00+00:00,112,0.0,13.9,984.3,0.1,1.9,7604
2015-06-01T05:00+00:00,145,0.0,13.6,968.7,0.6,0.7,6305
2015-06-01T05:00+00:00,5925,0.0,17.6,996.4,0.2,0.5,
2015-06-01T05:00+00:00,12322,0.0,11.1,,0.6,0.4,
2015-06-01T06:00+00:00,1,0.0,11.3,930.4,0.0,0.4,10200
2015-06-01T06:00+00:00,15,0.0,16.5,966.5,1.0,4.5,11104
2015-06-01T06:00+00:00,30,0.0,15.8,974.0,1.0,1.2,16412
2015-06-01T06:00+00:00,39,0.0,15.0,948.7,1.0,0.8,11803
2015-06-01T06:00+00:00,48,0.0,13.4,966.9,1.0,0.1,20212
2015-06-01T06:00+00:00,56,0.0,16.1,986.9,1.0,0.2,3202
2015-06-01T06:00+00:00,93,0.0,18.1,986.2,1.0,1.2,5609
2015-06-01T06:00+00:00,105,0.0,18.6,993.2,0.9,1.0,5904
2015-06-01T06:00+00:00,112,0.0,17.3,984.6,0.5,2.0,7604
2015-06-01T06:00+00:00,145,0.0,16.2,969.2,1.0,0.7,6305
2015-06-01T06:00+00:00,5925,0.0,19.1,996.8,1.0,0.8,
2015-06-01T06:00+00:00,12322,0.0,13.1,,1.0,1.0,
2015-06-01T07:00+00:00,1,0.0,14.1,930.4,0.7,0.5,10200
2015-06-01T07:00+00:00,15,0.0,18.7,966.7,1.0,3.0,11104
2015-06-01T07:00+00:00,30,0.0,17.2,974.1,1.0,0.3,16412
2015-06-01T07:00+00:00,39,0.0,17.7,948.4,1.0,0.2,11803
2015-06-01T07:00+00:00,48,0.0,16.2,966.8,1.0,0.8,20212
2015-06-01T07:00+00:00,56,0.0,18.4,987.0,1.0,0.0,3202
2015-06-01T07:00+00:00,93,0.0,20.4,986.4,1.0,0.9,5609
2015-06-01T07:00+00:00,105,0.0,20.6,993.3,1.0,1.0,5904
2015-06-01T07:00+00:00,112,0.0,20.0,984.8,1.0,1.5,7604
2015-06-01T07:00+00:00,145,0.0,18.2,969.1,1.0,1.2,6305
2015-06-01T07:00+00:00,5925,0.0,21.3,996.9,1.0,0.8,
2015-06-01T07:00+00:00,12322,0.0,15.1,,1.0,1.2,
2015-06-01T08:00+00:00,1,0.0,17.0,930.1,1.0,0.5,10200
2015-06-01T08:00+00:00,15,0.0,19.9,966.6,1.0,0.2,11104
2015-06-01T08:00+00:00,30,0.0,19.9,974.4,1.0,0.8,16412
2015-06-01T08:00+00:00,39,0.0,19.7,947.7,1.0,0.4,11803
2015-06-01T08:00+00:00,48,0.0,18.0,966.7,1.0,0.7,20212
2015-06-01T08:00+00:00,56,0.0,20.4,987.1,1.0,0.4,3202
2015-06-01T08:00+00:00,93,0.0,21.8,986.3,1.0,1.1,5609
2015-06-01T08:00+00:00,105,0.0,21.8,993.3,1.0,1.4,5904
2015-06-01T08:00+00:00,112,0.0,22.3,984.8,1.0,0.3,7604
2015-06-01T08:00+00:00,145,0.0,20.9,969.0,1.0,0.7,6305
2015-06-01T08:00+00:00,5925,0.0,22.7,996.9,1.0,1.2,
2015-06-01T08:00+00:00,12322,0.0,17.5,,1.0,1.1,
2015-06-01T09:00+00:00,1,0.0,19.6,929.9,1.0,0.6,10200
2015-06-01T09:00+00:00,15,0.0,20.5,966.3,1.0,1.6,11104
2015-06-01T09:00+00:00,30,0.0,21.5,974.2,1.0,0.8,16412
2015-06-01T09:00+00:00,39,0.0,21.3,946.8,1.0,0.4,11803
2015-06-01T09:00+00:00,48,0.0,20.2,966.4,1.0,0.2,20212
2015-06-01T09:00+00:00,56,0.0,21.9,986.9,1.0,0.8,3202
2015-06-01T09:00+00:00,93,0.0,22.7,986.2,1.0,1.1,5609
2015-06-01T09:00+00:00,105,0.0,23.2,993.3,1.0,1.3,5904
2015-06-01T09:00+00:00,112,0.0,23.5,984.7,1.0,1.2,7604
2015-06-01T09:00+00:00,145,0.0,22.8,968.6,1.0,0.9,6305
2015-06-01T09:00+00:00,5925,0.0,23.1,996.8,1.0,1.2,
2015-06-01T09:00+00:00,12322,0.0,19.7,,1.0,1.3,
2015-06-01T10:00+00:00,1,0.0,21.0,929.5,1.0,0.8,10200
2015-06-01T10:00+00:00,15,0.0,21.2,966.0,1.0,1.8,11104
2015-06-01T10:00+00:00,30,0.0,22.6,974.1,1.0,1.2,16412
2015-06-01T10:00+00:00,39,0.0,23.2,945.9,1.0,1.3,11803
2015-06-01T10:00+00:00,48,0.0,21.7,965.7,1.0,0.9,20212
2015-06-01T10:00+00:00,56,0.0,23.7,986.6,1.0,0.7,3202
2015-06-01T10:00+00:00,93,0.0,24.7,985.9,1.0,1.2,5609
2015-06-01T10:00+00:00,105,0.0,24.7,993.0,1.0,2.0,5904
2015-06-01T10:00+00:00,112,0.0,23.8,984.7,1.0,3.2,7604
2015-06-01T10:00+00:00,145,0.0,24.5,968.0,1.0,0.8,6305
2015-06-01T10:00+00:00,5925,0.0,24.9,996.6,1.0,2.0,
2015-06-01T10:00+00:00,12322,0.0,21.5,,1.0,1.1,
2015-06-01T11:00+00:00,1,0.0,22.0,929.0,0.9,1.2,10200
2015-06-01T11:00+00:00,15,0.0,22.4,965.8,1.0,1.8,11104
2015-06-01T11:00+00:00,30,0.0,24.0,973.5,1.0,1.9,16412
2015-06-01T11:00+00:00,39,0.0,24.8,945.3,1.0,2.9,11803
2015-06-01T11:00+00:00,48,0.0,23.0,965.2,1.0,1.4,20212
2015-06-01T11:00+00:00,56,0.0,24.3,986.3,1.0,1.7,3202
2015-06-01T11:00+00:00,93,0.0,25.5,985.6,1.0,1.2,5609
2015-06-01T11:00+00:00,105,0.0,25.5,992.7,1.0,2.9,5904
2015-06-01T11:00+00:00,112,0.0,24.8,984.5,1.0,3.9,7604
2015-06-01T11:00+00:00,145,0.0,24.8,967.5,1.0,1.2,6305
2015-06-01T11:00+00:00,5925,0.0,25.5,996.4,1.0,2.2,
2015-06-01T11:00+00:00,12322,0.0,22.9,,1.0,1.2,
2015-06-01T12:00+00:00,1,0.0,20.2,928.8,0.5,1.4,10200
2015-06-01T12:00+00:00,15,0.0,23.0,965.5,1.0,2.1,11104
2015-06-01T12:00+00:00,30,0.0,24.7,973.2,1.0,2.1,16412
2015-06-01T12:00+00:00,39,0.0,26.8,944.6,1.0,3.1,11803
2015-06-01T12:00+00:00,48,0.0,23.6,964.6,1.0,1.8,20212
